id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
4.3445324071653e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,d829ecec,da03b787,be74e6fe,1,2,21647,320,50,2487,1,547,-1,51
1.13621669931041e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2acd7a51,cdfde03b,1,0,20362,320,50,2333,0,39,-1,157
5.220929251783228e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,ee228c9d,fd233e84,0eb711ec,1,0,19251,320,50,2201,3,35,100083,43
1.0128024874759498e+19,1,14102101,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,29536af3,d787e91b,1,0,16208,320,50,1800,3,167,100077,23
6.764864117256142e+17,1,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4c0d2ae,c6263d8a,1,0,17753,320,50,1993,2,1063,-1,33
1.6063977680044653e+19,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9490f7cb,3de05cb4,1,2,15704,320,50,1722,0,35,100084,79
1.6486165802924063e+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,6bddc9a6,266c9d13,d9d47e05,0,0,15699,320,50,1722,0,35,100083,79
1.4925618818263595e+19,0,14102102,1005,0,686546d3,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af1aac8c,05e70df4,1,0,21647,320,50,2487,1,547,100188,51
8.549121184375349e+18,0,14102101,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bbdadc01,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
1.6812352860325667e+19,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,5e92743b,7ac6007f,1,2,18993,320,50,2161,0,35,-1,157
1.2227788026170958e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,ad52152a,15ec7f39,fc6fa53d,a99f214a,e9adc9c0,4ceb2e0b,1,0,21647,320,50,2487,1,547,-1,51
7.830021594413903e+18,0,14102102,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f0f99058,9dcb1cd1,1,0,21647,320,50,2487,1,547,-1,51
1.371294167420378e+19,0,14102101,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,50de2b64,779d90c2,1,0,15699,320,50,1722,0,35,100084,79
7.132370389866996e+18,0,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,71a92f9c,8a4875bd,1,0,20352,320,50,2333,0,39,100081,157
8.23521352300899e+17,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2e91e3c2,0eb711ec,1,0,15707,320,50,1722,0,35,100084,79
1.2389822209834564e+19,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ba875c01,e9b8d8d7,1,0,15704,320,50,1722,0,35,-1,79
9.381272106791868e+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,8396244b,d304f24e,b36130d7,1,3,17163,320,50,1955,3,163,100191,71
1.8345712224590008e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,61309ff8,c6263d8a,1,0,15704,320,50,1722,0,35,-1,79
5.3179332196121286e+17,0,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f08ee487,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
8.601511376709066e+17,0,14102102,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae3d07d3,9efa421a,1,0,19771,320,50,2227,0,687,100081,48
8.455882592630398e+18,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,567e1eee,2448c7d4,1,0,20366,320,50,2333,0,39,-1,157
1.1558651119056753e+19,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,00848fac,2347f47a,cef3e649,d35ea6db,0adfcfc3,a9fb0439,1,2,21611,320,50,2480,3,297,100111,61
4.822304148408981e+17,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,a5e79378,589a99ad,1,0,19251,320,50,2201,3,35,-1,43
1.5695281834801867e+19,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,573eb74e,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
1.7501275768429271e+19,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,3d54b526,e3bb76b5,1,0,21611,320,50,2480,3,297,100111,61
7.419766113428596e+18,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,92731520,796a4174,1f0bc64f,1,0,4687,320,50,423,2,39,100148,32
9.236742878693284e+17,1,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cb956e14,1305332b,1,0,20362,320,50,2333,0,39,-1,157
1.1671196260822819e+19,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a0aa66b0,3bd9e8e7,1,0,15708,320,50,1722,0,35,-1,79
1.376156798546639e+19,0,14102102,1005,1,77bfdd7b,bfa24f16,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,25ee21fb,8b1aa260,1,0,21647,320,50,2487,1,547,-1,51
1.3802029441602288e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,893a1e5e,9148d4d3,24f6b932,1,0,15702,320,50,1722,0,35,100084,79
1.0277480642024327e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,4dfd8e44,5bf3d167,1,0,18993,320,50,2161,0,35,-1,157
1.4199688212321208e+19,0,14102101,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,183586aa,8bfcd3c6,1,0,20970,320,50,2372,0,813,-1,46
6.247431465123767e+18,0,14102101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b6c1c385,711ee120,1,0,17753,320,50,1993,2,1063,100083,33
9.665141352918004e+18,0,14102102,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8cbfba63,36d749e5,1,0,17614,320,50,1993,2,1063,-1,33
4.5730733874944906e+18,0,14102100,1005,1,469fd1ad,11378a51,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2d66859c,900981af,1,2,21612,320,50,2481,3,297,100111,61
1.056984376871952e+18,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,1f0bc64f,1,0,15702,320,50,1722,0,35,-1,79
1.2903079372496495e+19,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,95eaf2fe,d9b5648e,f95efa07,a99f214a,8c0fd770,72a00661,1,0,21611,320,50,2480,3,299,100111,61
1.0251100585296813e+17,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,62ec1bde,a0f5f879,1,0,15708,320,50,1722,0,35,100084,79
7.273441617151625e+18,0,14102100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,d15bb755,4154bbf6,a9b05547,0,0,17081,320,50,1921,3,47,-1,23
1.0597268815409302e+19,0,14102102,1005,1,85f751fd,c4e18dd6,50e219e0,1c4c71ef,2347f47a,0f2161f8,ca78893d,7de14dcb,b6443086,1,0,21647,320,50,2487,1,547,-1,51
1.512694555569365e+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,b2d8fbed,76dc4769,1,0,6990,320,50,613,2,39,100233,32
1.4825348334851398e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,cd165e98,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
4.441035823184604e+18,1,14102102,1005,0,a0d2d4e4,73123598,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f26abbb2,abbd6ad1,1,0,17212,320,50,1887,3,39,100194,23
1.5080635523740985e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,a329240b,0f3baf59,906c5292,1,2,21647,320,50,2487,1,547,100021,51
1.8164098468932854e+19,0,14102102,1005,1,636f3a62,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d3867f0,260bcecc,1,0,20970,320,50,2372,0,813,-1,46
1.4412764708534866e+18,0,14102102,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2a556831,44801bc1,1,0,17654,300,250,1994,2,39,-1,33
1.0405679993168177e+19,0,14102103,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,88e598be,c4cff2ea,1,0,19251,320,50,2201,3,35,-1,43
4.564742811991328e+18,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9671fcdf,c6263d8a,1,0,17753,320,50,1993,2,1063,-1,33
4.684672734944017e+18,1,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,478ba784,44956a24,1,2,15704,320,50,1722,0,35,100083,79
1.8272680287196647e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a9e0c898,f8c544a0,b72ce3e1,1,2,21647,320,50,2487,1,547,100188,51
1.1728603909042692e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,cf94340d,20cf4273,8d96a23d,1,2,21611,320,50,2480,3,297,100111,61
1.7544585146821943e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,71613412,3d20877d,1,0,18993,320,50,2161,0,35,100160,157
1.33557094360648e+19,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cd2bbe2a,24f6b932,1,0,15707,320,50,1722,0,35,-1,79
1.705840568855943e+19,1,14102100,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,26e526c8,1f0bc64f,1,0,20633,320,50,2374,3,39,-1,23
1.419920421902391e+19,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,644125d0,e28f5daf,f07e20f8,4,0,21665,320,50,2493,3,35,100048,117
9.379148457985649e+17,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,19882e8b,d787e91b,1,0,15699,320,50,1722,0,35,-1,79
1.7611831442075824e+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,7e698d1f,cbc90ada,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
5.548577234274602e+18,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,031ffe24,1f0bc64f,1,0,15703,320,50,1722,0,35,-1,79
1.0853303930359632e+19,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,f3cb4eda,894fb406,1,0,19743,320,50,2264,3,427,100000,61
1.3365262670454454e+18,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1593d7f4,8a4875bd,1,0,20362,320,50,2333,0,39,-1,157
1.6354181331900293e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,4192c019,7801e8d9,f95efa07,2063606f,262705c8,1f0bc64f,1,0,21647,320,50,2487,1,547,-1,51
1.626282244266147e+19,0,14102102,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8ff36941,7abbbd5c,1,0,20596,320,50,2161,0,35,-1,157
1.3946128912150755e+19,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,555025f0,7120e05e,1,0,21647,320,50,2487,1,547,100188,51
2.156120457471602e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,bb831060,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1.4372759513625828e+18,0,14102101,1010,1,85f751fd,c4e18dd6,50e219e0,c6e52c21,7801e8d9,0f2161f8,310b63a8,f1a651a0,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1.7053665144290914e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,e8b97f28,b8585544,2cd8ff6d,1,3,20596,320,50,2161,0,35,100128,157
1.2661614004891132e+19,1,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b67b8947,9c7b6730,1,0,15706,320,50,1722,0,35,-1,79
2.46871057709399e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,3b733ad5,cd13b084,d787e91b,1,0,20632,320,50,2374,3,39,-1,23
7.947417998846484e+18,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a4616152,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
1.5391322801030924e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,2a5a7c9d,2347f47a,0f2161f8,8f676e2d,84f45903,d787e91b,1,3,21647,320,50,2487,1,547,-1,51
1.5479169561115286e+19,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,8358b698,a30687e9,4427f903,4,2,21311,320,50,2449,0,163,100105,91
1.6412931414068945e+19,0,14102102,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae33e5ab,1617d758,1,0,20312,320,50,1780,0,1711,100077,48
6.380253289141683e+18,1,14102102,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c42eb34d,5ef191d3,1,0,20093,300,250,2295,2,35,-1,23
1.0311480347636724e+19,1,14102101,1002,0,69bc54b5,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,5ccf3921,7f10f95f,3ec634b5,0,0,19665,320,50,2253,2,303,-1,52
1.410817717987855e+19,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7afbfb8f,d787e91b,1,0,15706,320,50,1722,0,35,-1,79
4.659457406403561e+18,0,14102102,1010,1,85f751fd,c4e18dd6,50e219e0,b7f64446,7801e8d9,0f2161f8,8bcf4c9b,96a7dfb4,f07e20f8,5,2,21647,320,50,2487,1,547,-1,51
8.29651858449551e+18,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5e182310,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
1.6147330634891141e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,6dec2796,aad45b01,1,0,20984,320,50,2371,0,551,-1,46
8.679753369028789e+18,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee45a3d2,d787e91b,1,0,17614,320,50,1993,2,1063,100084,33
1.3055133081890902e+19,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,69545c72,a0f5f879,1,0,15708,320,50,1722,0,35,100084,79
1.3737280818269368e+19,0,14102101,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f7600ed5,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
4.1965331127782723e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,787d2bb0,158654e4,7ac6007f,1,2,21647,320,50,2487,1,547,-1,51
1.4906089606732933e+19,0,14102100,1002,0,a1b948b8,79cf0c8d,50e219e0,ecad2386,7801e8d9,07d7df22,3c0208dc,d501395f,911a3c09,0,0,21688,320,50,2496,3,167,-1,23
9.517810579256496e+18,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2e8d0161,1f0bc64f,1,0,15701,320,50,1722,0,35,100083,79
1.583524481108091e+19,1,14102101,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fd5f27be,260bcecc,1,0,19665,320,50,2253,2,303,100248,52
1.2264838403578917e+19,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,91a7650f,4ea23a13,1,0,15699,320,50,1722,0,35,-1,79
7.636419320723815e+18,0,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,34736939,6ce25010,1,0,20362,320,50,2333,0,39,-1,157
1.3211963919693842e+19,0,14102101,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3a64a7f9,84c2f017,1,0,20312,320,50,1780,0,1711,100077,48
4.085121395969383e+18,0,14102100,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fb8cd718,7dc3b26e,1,0,9461,320,50,901,3,1315,100189,61
1.1873016662614989e+19,1,14102102,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,aff33b7e,66b56908,1,0,20251,320,50,2323,0,687,100081,48
1.5698483779251624e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3d3198ca,2347f47a,0f2161f8,c810e66f,8dd2770e,3bc980aa,1,3,20352,320,50,2333,0,39,-1,157
1.5760545301176074e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,be87996b,1,2,15702,320,50,1722,0,35,-1,79
5.556712303053299e+18,1,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,680e6a92,2347f47a,0f2161f8,a99f214a,2f57e319,05b9fa1b,1,0,19251,320,50,2201,3,35,-1,43
6.99404462527368e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,ed043c72,e4b2bac3,f3776ac6,1,0,19251,320,50,2201,3,35,-1,43
1.7613438565765693e+19,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,79260e49,76dc4769,1,0,15704,320,50,1722,0,35,100084,79
1.0252058970327413e+19,0,14102103,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49d20dd8,1aa0e912,1,0,17614,320,50,1993,2,1063,-1,33
9.596231352031236e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,06f3e023,8b1aa260,1,0,15707,320,50,1722,0,35,-1,79
1.1916749000246424e+19,0,14102101,1005,0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,64c5f5ed,8ce34352,1,0,17914,320,50,2043,2,39,-1,32
2.5615453872737285e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9cd93b5f,c230f06a,a5bce124,1,0,19251,320,50,2201,3,35,-1,43
1.3820618889216686e+19,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3cd51b1e,8a4875bd,1,0,15701,320,50,1722,0,35,100084,79
7.187268762854222e+18,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,43e71b2b,7801e8d9,0f2161f8,cfafae00,5d1d886d,b4d21d55,5,0,20352,320,50,2333,0,39,-1,157
6.058114164786473e+18,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,36b361b7,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1.51063135074831e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,cf101c15,d6e0e6ff,1,0,20596,320,50,2161,0,35,100105,157
3.0277728910731924e+18,1,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,71edc7e2,182e4a19,1,0,15708,320,50,1722,0,35,-1,79
6.962647276248174e+18,0,14102102,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,95257ff0,a5a2318d,1,0,20633,320,50,2374,3,39,100117,23
1.6887237958854205e+19,0,14102101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0a5ff7ac,8a4875bd,1,0,15707,320,50,1722,0,35,100083,79
1.8321794702809448e+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,6ed434a0,d4897fef,1,0,6558,320,50,571,2,39,-1,32
1.6893760644500963e+17,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,37b3c191,3bd9e8e7,1,0,15699,320,50,1722,0,35,-1,79
1.7274331828868411e+19,0,14102102,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,29244ec9,a0f5f879,1,0,19950,320,50,1800,3,167,100079,23
2.7567151598195937e+18,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,b1710277,cab5720e,167fcbeb,1,2,19251,320,50,2201,3,35,-1,43
7.481126642563594e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,a99f214a,eb44f6fe,7abbbd5c,1,0,19251,320,50,2201,3,35,-1,43
1.0859536794588985e+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,10dcdfb1,ffcd1497,1,0,20352,320,50,2333,0,39,-1,157
1.5237540958128249e+19,0,14102100,1005,1,bc3b3740,f43e535b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b9d43d62,900981af,1,2,18993,320,50,2161,0,35,-1,157
3.311122983601528e+18,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,bc4176f7,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
8.706952370511165e+17,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,daf75630,5db079b5,1,2,15701,320,50,1722,0,35,-1,79
7.72654063053919e+18,0,14102102,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9062fd37,6715887e,1,0,6559,320,50,571,2,39,-1,32
